,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,url,paper_id,citations,paper_url,git_urls,Repository,Stars,Forks,Downloads,Watchers,Open Issues,Network Count,Commit Count,Age (days),Languages,Language percs,Code total,Main language,Main language lines,Type
134,134,136.0,136.0,136.0,136.0,136.0,"Lstm based music generation with dataset
preprocessing and reconstruction techniques",https://scholar.google.com/scholar?q=Lstm%20based%20music%20generation%20with%20dataset%0Apreprocessing%20and%20reconstruction%20techniques,136,24.0,https://ieeexplore.ieee.org/abstract/document/8628712/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
135,135,137.0,137.0,137.0,137.0,137.0,"Generating musical performances with director
musices",https://scholar.google.com/scholar?q=Generating%20musical%20performances%20with%20director%0Amusices,137,128.0,https://www.jstor.org/stable/pdf/3681735.pdf?casa_token=6LwWpmCGHakAAAAA:mDLOMUqBcvfuxfsXxwHqLXcjmnnB2FIuLSfcr-9BwktW87UyebI2tm_4xuXlnl9m9ungdsYfJrP1ogNRoA1rMqAOEnpz2Y2oEEbphJP_c2pcvrIGAyc,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
136,136,138.0,138.0,138.0,138.0,138.0,pdm: an expressive sequencer with real-time control of the kth music-performance rules,https://scholar.google.com/scholar?q=pdm%3A%20an%20expressive%20sequencer%20with%20real-time%20control%20of%20the%20kth%20music-performance%20rules,138,91.0,https://www.jstor.org/stable/pdf/3682025.pdf?casa_token=0uKtvTtepscAAAAA:li7kdkOnav7s5PwIpkVqtpWJ_24pjpx9RSLewR1PRJwGp_7zTqEzeqIM0zCn66YnIVk2eQr_uKr1BhQ76XE9poHksni1tbRmb7hFGayVCFDdNt9Li7E,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
137,137,139.0,139.0,139.0,139.0,139.0,"Modeling, analyzing, and synthesizing expressive piano performance with
graphical models",https://scholar.google.com/scholar?q=Modeling%2C%20analyzing%2C%20and%20synthesizing%20expressive%20piano%20performance%20with%0Agraphical%20models,139,47.0,https://link.springer.com/content/pdf/10.1007/s10994-006-8751-3.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
138,138,140.0,140.0,140.0,140.0,140.0,"Expressive performance rendering with probabilistic
models",https://scholar.google.com/scholar?q=Expressive%20performance%20rendering%20with%20probabilistic%0Amodels,140,24.0,http://www.cp.jku.at/research/papers/flossmann_etal_book_2012_preprint.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
139,139,141.0,141.0,141.0,141.0,141.0,"Statistical approach to automatic
expressive rendition of polyphonic piano music",https://scholar.google.com/scholar?q=Statistical%20approach%20to%20automatic%0Aexpressive%20rendition%20of%20polyphonic%20piano%20music,141,13.0,https://link.springer.com/chapter/10.1007/978-1-4471-4123-5_6,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
140,140,142.0,142.0,142.0,142.0,142.0,Modeling piano interpretation using switching kalman filter,https://scholar.google.com/scholar?q=Modeling%20piano%20interpretation%20using%20switching%20kalman%20filter,142,15.0,https://ismir2012.ismir.net/event/papers/145_ISMIR_2012.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
141,141,143.0,143.0,143.0,143.0,143.0,"An evaluation of score descriptors combined with non-linear
models of expressive dynamics in music",https://scholar.google.com/scholar?q=An%20evaluation%20of%20score%20descriptors%20combined%20with%20non-linear%0Amodels%20of%20expressive%20dynamics%20in%20music,143,13.0,http://www.carloscancinochacon.com/documents/peer_reviewed/CancinoEtAl-DS-2015.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
142,142,144.0,144.0,144.0,144.0,144.0,"An evaluation of
linear and non-linear models of expressive dynamics in classical piano and symphonic music",https://scholar.google.com/scholar?q=An%20evaluation%20of%0Alinear%20and%20non-linear%20models%20of%20expressive%20dynamics%20in%20classical%20piano%20and%20symphonic%20music,144,42.0,https://link.springer.com/article/10.1007/s10994-017-5631-y,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
143,143,145.0,145.0,145.0,145.0,145.0,"An assessment of learned score features for modeling expressive dynamics in
music",https://scholar.google.com/scholar?q=An%20assessment%20of%20learned%20score%20features%20for%20modeling%20expressive%20dynamics%20in%0Amusic,145,26.0,http://www.cp.jku.at/research/papers/Grachten_Krebs_TMM_2013.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
144,144,146.0,146.0,146.0,146.0,146.0,"Predicting expressive dynamics in piano performances
using neural networks",https://scholar.google.com/scholar?q=Predicting%20expressive%20dynamics%20in%20piano%20performances%0Ausing%20neural%20networks,146,22.0,https://dspace.library.uu.nl/bitstream/handle/1874/303776/Herwaarden_Grachten_De_Haas_2014_ISMIR_NN_Piano.pdf?sequence=1,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
145,145,147.0,147.0,147.0,147.0,147.0,Duet interaction: learning musicianship for automatic accompaniment,https://scholar.google.com/scholar?q=Duet%20interaction%3A%20learning%20musicianship%20for%20automatic%20accompaniment,147,17.0,http://www.cs.cmu.edu/afs/cs/user/gxia/www/PDF/NIME2015paper.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
146,146,148.0,148.0,148.0,148.0,148.0,"Spectral learning for expressive interactive
ensemble music performance",https://scholar.google.com/scholar?q=Spectral%20learning%20for%20expressive%20interactive%0Aensemble%20music%20performance,148,40.0,https://www.cs.cmu.edu/~ggordon/xia-wang-dannenberg-gordon-ismir2015spectral.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
147,147,149.0,149.0,149.0,149.0,149.0,Physical modeling using digital waveguides,https://scholar.google.com/scholar?q=Physical%20modeling%20using%20digital%20waveguides,149,977.0,https://www.jstor.org/stable/pdf/3680470.pdf?casa_token=t9waxRJI2bEAAAAA:_jFLP1qoVpGoZ092XfdL0T69YyOtAco14fHWbEz8wXys1JRWsyohsSsoAjOISfZy_7PbtKYa_Us8NpNof_Be7GmhsiuJls0vX2P8JI-jQHLuBTZvQd8,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
148,148,150.0,150.0,150.0,150.0,150.0,"Deep learning for acoustic modeling in parametric speech generation: A systematic review of existing techniques and
future trends",https://scholar.google.com/scholar?q=Deep%20learning%20for%20acoustic%20modeling%20in%20parametric%20speech%20generation%3A%20A%20systematic%20review%20of%20existing%20techniques%20and%0Afuture%20trends,150,281.0,https://www1.se.cuhk.edu.hk/~hccl/publications/pub/2015_07078992.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
149,149,151.0,151.0,151.0,151.0,151.0,Synthesis of the singing voice by performance sampling and spectral models,https://scholar.google.com/scholar?q=Synthesis%20of%20the%20singing%20voice%20by%20performance%20sampling%20and%20spectral%20models,151,136.0,https://mycourses.aalto.fi/pluginfile.php/924051/mod_assign/intro/4-SynthesisOfSingingVoice.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
150,150,152.0,152.0,152.0,152.0,152.0,"Expressive singing synthesis based on unit selection for
the singing synthesis challenge 2016",https://scholar.google.com/scholar?q=Expressive%20singing%20synthesis%20based%20on%20unit%20selection%20for%0Athe%20singing%20synthesis%20challenge%202016,152,43.0,https://repositori.upf.edu/bitstream/handle/10230/32188/Bonada_Interspeech2016_expr.PDF?sequence=1&isAllowed=y,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
151,151,153.0,153.0,153.0,153.0,153.0,"Recent
development of the hmm-based singing voice synthesis system—sinsy",https://scholar.google.com/scholar?q=Recent%0Adevelopment%20of%20the%20hmm-based%20singing%20voice%20synthesis%20system%E2%80%94sinsy,153,128.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
152,152,154.0,154.0,154.0,154.0,154.0,Integration of speaker and pitch adaptive training for hmm-based singing voice synthesis,https://scholar.google.com/scholar?q=Integration%20of%20speaker%20and%20pitch%20adaptive%20training%20for%20hmm-based%20singing%20voice%20synthesis,154,21.0,https://nitech.repo.nii.ac.jp/?action=repository_action_common_download&item_id=5943&item_no=1&attribute_id=15&file_no=1,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
153,153,155.0,155.0,155.0,155.0,155.0,A neural parametric singing synthesizer,https://scholar.google.com/scholar?q=A%20neural%20parametric%20singing%20synthesizer,155,75.0,https://arxiv.org/pdf/1704.03809,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
154,154,156.0,156.0,156.0,156.0,156.0,Long short-term memory,https://scholar.google.com/scholar?q=Long%20short-term%20memory,156,1446.0,https://link.springer.com/chapter/10.1007/978-3-642-24797-2_4,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
155,155,157.0,157.0,157.0,157.0,157.0,"Finding temporal structure in music: Blues improvisation with lstm recurrent
networks",https://scholar.google.com/scholar?q=Finding%20temporal%20structure%20in%20music%3A%20Blues%20improvisation%20with%20lstm%20recurrent%0Anetworks,157,330.0,ftp://ftp.idsia.ch/pub/juergen/2002_ieee.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
156,156,158.0,158.0,158.0,158.0,158.0,Modeling temporal dependencies in highdimensional sequences: Application to polyphonic music generation and transcription,https://scholar.google.com/scholar?q=Modeling%20temporal%20dependencies%20in%20highdimensional%20sequences%3A%20Application%20to%20polyphonic%20music%20generation%20and%20transcription,158,891.0,https://arxiv.org/pdf/1206.6392,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
157,157,159.0,159.0,159.0,159.0,159.0,Generating long-term structure in songs and stories,https://scholar.google.com/scholar?q=Generating%20long-term%20structure%20in%20songs%20and%20stories,159,63.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
158,158,161.0,161.0,161.0,161.0,161.0,Generating polyphonic music using tied parallel networks,https://scholar.google.com/scholar?q=Generating%20polyphonic%20music%20using%20tied%20parallel%20networks,161,132.0,https://www.danieldjohnson.com/files/2017generatingpolyphonic.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
159,159,162.0,162.0,162.0,162.0,162.0,"A hierarchical latent vector model for
learning long-term structure in music",https://scholar.google.com/scholar?q=A%20hierarchical%20latent%20vector%20model%20for%0Alearning%20long-term%20structure%20in%20music,162,475.0,http://proceedings.mlr.press/v80/roberts18a/roberts18a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
160,160,163.0,163.0,163.0,163.0,163.0,"Impromptu accompaniment of pop music using coupled latent
variable model with binary regularizer",https://scholar.google.com/scholar?q=Impromptu%20accompaniment%20of%20pop%20music%20using%20coupled%20latent%0Avariable%20model%20with%20binary%20regularizer,163,5.0,https://ieeexplore.ieee.org/abstract/document/8852373/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
161,161,164.0,164.0,164.0,164.0,164.0,"Midinet: A convolutional generative adversarial network for
symbolic-domain music generation",https://scholar.google.com/scholar?q=Midinet%3A%20A%20convolutional%20generative%20adversarial%20network%20for%0Asymbolic-domain%20music%20generation,164,536.0,https://arxiv.org/pdf/1703.10847.pdf?source=post_page---------------------------,https://github.com/RichardYang40148/MidiNet2,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
162,162,168.0,168.0,168.0,168.0,168.0,"Lakhnes: Improving
multi-instrumental music generation with cross-domain pre-training",https://scholar.google.com/scholar?q=Lakhnes%3A%20Improving%0Amulti-instrumental%20music%20generation%20with%20cross-domain%20pre-training,168,116.0,https://arxiv.org/pdf/1907.04868,https://github.com/chrisdonahue/LakhNESModel,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
163,163,169.0,169.0,169.0,169.0,169.0,Pop music transformer: Generating music with rhythm and harmony,https://scholar.google.com/scholar?q=Pop%20music%20transformer%3A%20Generating%20music%20with%20rhythm%20and%20harmony,169,42.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
164,164,170.0,170.0,170.0,170.0,170.0,"Pop music transformer: Beat-based modeling and generation of expressive pop
piano compositions",https://scholar.google.com/scholar?q=Pop%20music%20transformer%3A%20Beat-based%20modeling%20and%20generation%20of%20expressive%20pop%0Apiano%20compositions,170,178.0,https://dl.acm.org/doi/pdf/10.1145/3394171.3413671?casa_token=te-ff9L_vfUAAAAA:1ygyB3iIWZBp3T358m2VqV-YTXfDFpehcXzUTIjjPUKXFbFkHJNKkphZKJb2fxo1GBHF8stDIEa5,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
165,165,171.0,171.0,171.0,171.0,171.0,"Transformer-xl:
Attentive language models beyond a fixed-length context",https://scholar.google.com/scholar?q=Transformer-xl%3A%0AAttentive%20language%20models%20beyond%20a%20fixed-length%20context,171,3332.0,https://arxiv.org/pdf/1901.02860.pdf%3Ffbclid%3DIwAR3nwzQA7VyD36J6u8nEOatG0CeW4FwEU_upvvrgXSES1f0Kd-,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
166,166,172.0,172.0,172.0,172.0,172.0,"Modélisation de l’interprétation des pianistes & applications d’auto-encodeurs sur des modèles
temporels",https://scholar.google.com/scholar?q=Mod%C3%A9lisation%20de%20l%E2%80%99interpr%C3%A9tation%20des%20pianistes%20%26%20applications%20d%E2%80%99auto-encodeurs%20sur%20des%20mod%C3%A8les%0Atemporels,172,5.0,https://papyrus.bib.umontreal.ca/xmlui/bitstream/handle/1866/4426/Lauly_Stanislas_2010_memoire.pdf?sequence=6,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
167,167,173.0,173.0,173.0,173.0,173.0,Neural translation of musical style,https://scholar.google.com/scholar?q=Neural%20translation%20of%20musical%20style,173,52.0,https://arxiv.org/pdf/1708.03535,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
168,168,174.0,174.0,174.0,174.0,174.0,"Rendering music performance with interpretation variations
using conditional variational rnn",https://scholar.google.com/scholar?q=Rendering%20music%20performance%20with%20interpretation%20variations%0Ausing%20conditional%20variational%20rnn,174,15.0,https://archives.ismir.net/ismir2019/paper/000105.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
169,169,175.0,175.0,175.0,175.0,175.0,"Graph neural network for music score data and modeling
expressive piano performance",https://scholar.google.com/scholar?q=Graph%20neural%20network%20for%20music%20score%20data%20and%20modeling%0Aexpressive%20piano%20performance,175,42.0,http://proceedings.mlr.press/v97/jeong19a/jeong19a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
170,170,176.0,176.0,176.0,176.0,176.0,Performance rnn: Generating music with expressive timing and dynamics,https://scholar.google.com/scholar?q=Performance%20rnn%3A%20Generating%20music%20with%20expressive%20timing%20and%20dynamics,176,109.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
171,171,177.0,177.0,177.0,177.0,177.0,"Learning to groove with inverse sequence
transformations",https://scholar.google.com/scholar?q=Learning%20to%20groove%20with%20inverse%20sequence%0Atransformations,177,82.0,http://proceedings.mlr.press/v97/gillick19a/gillick19a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
172,172,178.0,178.0,178.0,178.0,178.0,Groovae: Generating and controlling expressive drum performances,https://scholar.google.com/scholar?q=Groovae%3A%20Generating%20and%20controlling%20expressive%20drum%20performances,178,4.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
173,173,179.0,179.0,179.0,179.0,179.0,"Computational models of expressive
music performance: A comprehensive and critical review",https://scholar.google.com/scholar?q=Computational%20models%20of%20expressive%0Amusic%20performance%3A%20A%20comprehensive%20and%20critical%20review,179,51.0,https://www.frontiersin.org/articles/10.3389/fdigh.2018.00025/full,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
174,174,180.0,180.0,180.0,180.0,180.0,Wavenet: A generative model for raw audio,https://scholar.google.com/scholar?q=Wavenet%3A%20A%20generative%20model%20for%20raw%20audio,180,5974.0,https://arxiv.org/pdf/1609.03499.pdf?utm_source=Sailthru&utm_medium=email&utm_campaign=Uncubed%20Entry%20%2361%20-%20April%203%2C%202019&utm_term=entry,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
175,175,181.0,181.0,181.0,181.0,181.0,Parallel wavenet: Fast high-fidelity speech synthesis,https://scholar.google.com/scholar?q=Parallel%20wavenet%3A%20Fast%20high-fidelity%20speech%20synthesis,181,875.0,http://proceedings.mlr.press/v80/oord18a/oord18a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
176,176,182.0,182.0,182.0,182.0,182.0,Efficient neural audio synthesis,https://scholar.google.com/scholar?q=Efficient%20neural%20audio%20synthesis,182,875.0,http://proceedings.mlr.press/v80/kalchbrenner18a/kalchbrenner18a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
177,177,183.0,183.0,183.0,183.0,183.0,Neural audio synthesis of musical notes with wavenet autoencoders,https://scholar.google.com/scholar?q=Neural%20audio%20synthesis%20of%20musical%20notes%20with%20wavenet%20autoencoders,183,624.0,http://proceedings.mlr.press/v70/engel17a/engel17a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
178,178,185.0,185.0,185.0,185.0,185.0,Synthesizing audio with generative adversarial networks,https://scholar.google.com/scholar?q=Synthesizing%20audio%20with%20generative%20adversarial%20networks,185,161.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
179,179,186.0,186.0,186.0,186.0,186.0,Adversarial audio synthesis,https://scholar.google.com/scholar?q=Adversarial%20audio%20synthesis,186,640.0,https://arxiv.org/pdf/1802.04208,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
180,180,187.0,187.0,187.0,187.0,187.0,"Gansynth:
Adversarial neural audio synthesis",https://scholar.google.com/scholar?q=Gansynth%3A%0AAdversarial%20neural%20audio%20synthesis,187,448.0,https://arxiv.org/pdf/1902.08710,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
181,181,188.0,188.0,188.0,188.0,188.0,"Singing voice synthesis
based on deep neural networks",https://scholar.google.com/scholar?q=Singing%20voice%20synthesis%0Abased%20on%20deep%20neural%20networks,188,102.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
182,182,189.0,189.0,189.0,189.0,189.0,"Singing voice synthesis based
on generative adversarial networks",https://scholar.google.com/scholar?q=Singing%20voice%20synthesis%20based%0Aon%20generative%20adversarial%20networks,189,61.0,https://ieeexplore.ieee.org/abstract/document/8683154/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
183,183,190.0,190.0,190.0,190.0,190.0,"Korean singing voice synthesis
system based on an lstm recurrent neural network",https://scholar.google.com/scholar?q=Korean%20singing%20voice%20synthesis%0Asystem%20based%20on%20an%20lstm%20recurrent%20neural%20network,190,46.0,,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
184,184,191.0,191.0,191.0,191.0,191.0,"Korean singing voice synthesis based on
auto-regressive boundary equilibrium gan",https://scholar.google.com/scholar?q=Korean%20singing%20voice%20synthesis%20based%20on%0Aauto-regressive%20boundary%20equilibrium%20gan,191,27.0,https://mac.kaist.ac.kr/pubs/ChoiKimParkYongNam-icassp2020.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
185,185,192.0,192.0,192.0,192.0,192.0,"Adversarially trained end-to-end
korean singing voice synthesis system",https://scholar.google.com/scholar?q=Adversarially%20trained%20end-to-end%0Akorean%20singing%20voice%20synthesis%20system,192,81.0,https://arxiv.org/pdf/1908.01919,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
186,186,193.0,193.0,193.0,193.0,193.0,"Bytesing: A chinese singing voice synthesis system using duration allocated encoder-decoder acoustic models and
wavernn vocoders",https://scholar.google.com/scholar?q=Bytesing%3A%20A%20chinese%20singing%20voice%20synthesis%20system%20using%20duration%20allocated%20encoder-decoder%20acoustic%20models%20and%0Awavernn%20vocoders,193,61.0,https://arxiv.org/pdf/2004.11012,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
187,187,194.0,194.0,194.0,194.0,194.0,"Xiaoicesing: A high-quality and integrated singing voice synthesis
system",https://scholar.google.com/scholar?q=Xiaoicesing%3A%20A%20high-quality%20and%20integrated%20singing%20voice%20synthesis%0Asystem,194,68.0,https://arxiv.org/pdf/2006.06261,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
188,188,196.0,196.0,196.0,196.0,196.0,Magenta,https://scholar.google.com/scholar?q=Magenta,196,455.0,https://www.nature.com/articles/cdd201142,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
189,189,197.0,197.0,197.0,197.0,197.0,Flow machines,https://scholar.google.com/scholar?q=Flow%20machines,197,624.0,https://books.google.com/books?hl=en&lr=&id=9s2jBQAAQBAJ&oi=fnd&pg=PP1&dq=Flow+machines&ots=WkMpI39tPo&sig=tqA4Xyq5BpQpRB3gLC5bAeIRqA0,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
190,190,198.0,198.0,198.0,198.0,198.0,"Some reflections on the potential and limitations of deep learning
for automated music generation",https://scholar.google.com/scholar?q=Some%20reflections%20on%20the%20potential%20and%20limitations%20of%20deep%20learning%0Afor%20automated%20music%20generation,198,11.0,https://ieeexplore.ieee.org/abstract/document/8581038/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
191,191,199.0,199.0,199.0,199.0,199.0,"The challenge of realistic music generation: modelling
raw audio at scale",https://scholar.google.com/scholar?q=The%20challenge%20of%20realistic%20music%20generation%3A%20modelling%0Araw%20audio%20at%20scale,199,183.0,https://proceedings.neurips.cc/paper/2018/file/3e441eec3456b703a4fe741005f3981f-Paper.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
192,192,200.0,200.0,200.0,200.0,200.0,Midi specifications,https://scholar.google.com/scholar?q=Midi%20specifications,200,164.0,https://books.google.com/books?hl=en&lr=&id=ajDaXh-qgDUC&oi=fnd&pg=PR11&dq=Midi+specifications&ots=EdE2-B_VDG&sig=mWrk8NBU565MzkxkVWwzEmUUhNk,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
193,193,202.0,202.0,202.0,202.0,202.0,"Automatic composition of guitar tabs by
transformers and groove modeling",https://scholar.google.com/scholar?q=Automatic%20composition%20of%20guitar%20tabs%20by%0Atransformers%20and%20groove%20modeling,202,35.0,https://arxiv.org/pdf/2008.01431,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
194,194,203.0,203.0,203.0,203.0,203.0,The rhythmic structure of music,https://scholar.google.com/scholar?q=The%20rhythmic%20structure%20of%20music,203,1832.0,https://books.google.com/books?hl=en&lr=&id=V2yXrIWDTIQC&oi=fnd&pg=PA2&dq=The+rhythmic+structure+of+music&ots=Qw--PQ_PVl&sig=hXvaNPfs2lnu-CaZfiED9BaUnOY,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
195,195,204.0,204.0,204.0,204.0,204.0,"Pianotree vae: Structured
representation learning for polyphonic music",https://scholar.google.com/scholar?q=Pianotree%20vae%3A%20Structured%0Arepresentation%20learning%20for%20polyphonic%20music,204,48.0,https://arxiv.org/pdf/2008.07118,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
196,196,206.0,206.0,206.0,206.0,206.0,"Bandnet: A neural network-based, multi-instrument beatles-style
midi music composition machine",https://scholar.google.com/scholar?q=Bandnet%3A%20A%20neural%20network-based%2C%20multi-instrument%20beatles-style%0Amidi%20music%20composition%20machine,206,17.0,https://arxiv.org/pdf/1812.07126,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
197,197,207.0,207.0,207.0,207.0,207.0,Transformer-nade for piano performances,https://scholar.google.com/scholar?q=Transformer-nade%20for%20piano%20performances,207,2.0,https://www.politesi.polimi.it/bitstream/10589/183481/4/MINNECI%20-%20Executive%20Summary%20%2B%20Thesis.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
198,198,208.0,208.0,208.0,208.0,208.0,Bachprop: Learning to compose music in multiple styles,https://scholar.google.com/scholar?q=Bachprop%3A%20Learning%20to%20compose%20music%20in%20multiple%20styles,208,17.0,https://arxiv.org/pdf/1802.05162,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
199,199,209.0,209.0,209.0,209.0,209.0,Learning adversarial transformer for symbolic music generation,https://scholar.google.com/scholar?q=Learning%20adversarial%20transformer%20for%20symbolic%20music%20generation,209,47.0,https://ieeexplore.ieee.org/abstract/document/9132664/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
200,200,210.0,210.0,210.0,210.0,210.0,"Rhythm, chord and melody generation for lead
sheets using recurrent neural networks",https://scholar.google.com/scholar?q=Rhythm%2C%20chord%20and%20melody%20generation%20for%20lead%0Asheets%20using%20recurrent%20neural%20networks,210,10.0,https://arxiv.org/pdf/2002.10266,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
201,201,212.0,212.0,212.0,212.0,212.0,Deepbach: a steerable model for bach chorales generation,https://scholar.google.com/scholar?q=Deepbach%3A%20a%20steerable%20model%20for%20bach%20chorales%20generation,212,509.0,http://proceedings.mlr.press/v70/hadjeres17a/hadjeres17a.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
202,202,213.0,213.0,213.0,213.0,213.0,Learning to traverse latent spaces for musical score inpainting,https://scholar.google.com/scholar?q=Learning%20to%20traverse%20latent%20spaces%20for%20musical%20score%20inpainting,213,56.0,https://arxiv.org/pdf/1907.01164,https://github.com/ashispati/InpaintNetModel,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
203,203,214.0,214.0,214.0,214.0,214.0,Deepj: Style-specific music generation,https://scholar.google.com/scholar?q=Deepj%3A%20Style-specific%20music%20generation,214,134.0,https://arxiv.org/pdf/1801.00887,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
204,204,215.0,215.0,215.0,215.0,215.0,"Coupled recurrent models for polyphonic music
composition",https://scholar.google.com/scholar?q=Coupled%20recurrent%20models%20for%20polyphonic%20music%0Acomposition,215,11.0,https://arxiv.org/pdf/1811.08045,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
205,205,216.0,216.0,216.0,216.0,216.0,"Rl-duet: Online music accompaniment generation using
deep reinforcement learning",https://scholar.google.com/scholar?q=Rl-duet%3A%20Online%20music%20accompaniment%20generation%20using%0Adeep%20reinforcement%20learning,216,44.0,https://ojs.aaai.org/index.php/AAAI/article/download/5413/5269,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
206,206,217.0,217.0,217.0,217.0,217.0,Bachduet: A human-machine duet improvisation system,https://scholar.google.com/scholar?q=Bachduet%3A%20A%20human-machine%20duet%20improvisation%20system,217,4.0,http://labsites.rochester.edu/air/publications/benetatos19bachduet.pdf,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
207,207,219.0,219.0,219.0,219.0,219.0,Symbolic music genre transfer with cyclegan,https://scholar.google.com/scholar?q=Symbolic%20music%20genre%20transfer%20with%20cyclegan,219,92.0,https://arxiv.org/pdf/1809.07575,https://github.com/sumuzhao/CycleGAN-Music-Style-Transferraw,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
208,208,220.0,220.0,220.0,220.0,220.0,An unsupervised methodology for musical style translation,https://scholar.google.com/scholar?q=An%20unsupervised%20methodology%20for%20musical%20style%20translation,220,3.0,https://ieeexplore.ieee.org/abstract/document/9023753/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
209,209,222.0,222.0,222.0,222.0,222.0,"Learning interpretable representation for controllable polyphonic
music generation",https://scholar.google.com/scholar?q=Learning%20interpretable%20representation%20for%20controllable%20polyphonic%0Amusic%20generation,222,56.0,https://arxiv.org/pdf/2008.07122,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
210,210,223.0,223.0,223.0,223.0,223.0,"An emotional symbolic music generation system
based on lstm networks",https://scholar.google.com/scholar?q=An%20emotional%20symbolic%20music%20generation%20system%0Abased%20on%20lstm%20networks,223,51.0,https://ieeexplore.ieee.org/abstract/document/8729266/,,,0,0,0,0,0,0,0,0,,[0],0,,0.0,
